,INVOICE_NO,CUSTOMER_ID,GENDER,AGE,CATEGORY,QUANTITY,PRICE,PAYMENT_METHOD,INVOICE_DATE,SHOPPING_MALL
3650,I139990,C648981,Female,46,Clothing,2,600.16,Debit Card,2021-01-14,Mall of Istanbul
3651,I207988,C156953,Female,32,Clothing,1,300.08,Debit Card,2021-01-14,Kanyon
3652,I154290,C117942,Female,19,Shoes,1,600.17,Credit Card,2021-01-14,Kanyon
3653,I139929,C763212,Male,60,Souvenir,5,58.65,Credit Card,2021-01-14,Metropol AVM
3654,I225621,C175066,Female,65,Clothing,5,1500.4,Credit Card,2021-01-14,Metropol AVM
3655,I281874,C105670,Male,63,Cosmetics,4,162.64,Credit Card,2021-01-14,Metrocity
3656,I342586,C215889,Male,30,Cosmetics,1,40.66,Cash,2021-01-14,Kanyon
3657,I288940,C648111,Male,65,Books,5,75.75,Credit Card,2021-01-14,Kanyon
3658,I184046,C878834,Male,66,Souvenir,3,35.19,Credit Card,2021-01-14,Forum Istanbul
3659,I711019,C603793,Male,46,Toys,4,143.36,Cash,2021-01-14,Cevahir AVM
3660,I129975,C101790,Female,65,Cosmetics,5,203.3,Credit Card,2021-01-14,Emaar Square Mall
3661,I228647,C207498,Female,62,Toys,4,143.36,Credit Card,2021-01-14,Forum Istanbul
3662,I315281,C109241,Female,56,Souvenir,5,58.65,Debit Card,2021-01-14,Mall of Istanbul
3663,I297433,C182033,Female,44,Toys,4,143.36,Cash,2021-01-14,Emaar Square Mall
3664,I337522,C301190,Male,67,Souvenir,5,58.65,Credit Card,2021-01-14,Viaport Outlet
3665,I489051,C436621,Female,68,Clothing,5,1500.4,Debit Card,2021-01-14,Viaport Outlet
3666,I301466,C325355,Male,38,Clothing,2,600.16,Cash,2021-01-14,Mall of Istanbul
3667,I244939,C289430,Male,66,Shoes,3,1800.51,Credit Card,2021-01-14,Forum Istanbul
3668,I211794,C190100,Female,59,Clothing,2,600.16,Credit Card,2021-01-14,Kanyon
3669,I110252,C188204,Female,61,Clothing,5,1500.4,Cash,2021-01-14,Istinye Park
3670,I107791,C224547,Female,41,Books,5,75.75,Credit Card,2021-01-14,Mall of Istanbul
3671,I832990,C322782,Female,44,Shoes,1,600.17,Cash,2021-01-14,Metrocity
3672,I921974,C282106,Male,63,Shoes,4,2400.68,Cash,2021-01-14,Forum Istanbul
3673,I304364,C268300,Female,27,Cosmetics,1,40.66,Cash,2021-01-14,Metrocity
3674,I296380,C157905,Female,20,Toys,4,143.36,Cash,2021-01-14,Mall of Istanbul
3675,I163550,C150481,Male,54,Books,4,60.6,Credit Card,2021-01-14,Mall of Istanbul
3676,I210703,C122581,Male,43,Cosmetics,2,81.32,Cash,2021-01-14,Kanyon
3677,I277369,C661446,Male,34,Clothing,1,300.08,Debit Card,2021-01-14,Mall of Istanbul
3678,I118540,C628021,Female,34,Cosmetics,3,121.98,Credit Card,2021-01-14,Cevahir AVM
3679,I138842,C256880,Male,29,Technology,5,5250.0,Cash,2021-01-14,Istinye Park
3680,I123713,C252230,Female,60,Clothing,5,1500.4,Debit Card,2021-01-14,Istinye Park
3681,I338501,C568705,Male,56,Food & Beverage,5,26.15,Credit Card,2021-01-14,Kanyon
3682,I328531,C404957,Male,51,Books,3,45.45,Credit Card,2021-01-14,Kanyon
3683,I164615,C305715,Female,24,Clothing,2,600.16,Debit Card,2021-01-14,Kanyon
3684,I302101,C164211,Male,53,Souvenir,1,11.73,Cash,2021-01-14,Zorlu Center
3685,I244879,C771331,Male,33,Clothing,2,600.16,Debit Card,2021-01-14,Forum Istanbul
3686,I314879,C366584,Female,34,Toys,1,35.84,Cash,2021-01-14,Cevahir AVM
3687,I333412,C319875,Male,41,Clothing,1,300.08,Credit Card,2021-01-14,Emaar Square Mall
3688,I644300,C477770,Male,48,Food & Beverage,5,26.15,Cash,2021-01-14,Zorlu Center
3689,I122665,C140465,Female,43,Technology,1,1050.0,Cash,2021-01-14,Metropol AVM
3690,I171556,C228826,Male,35,Cosmetics,2,81.32,Cash,2021-01-14,Forum Istanbul
3691,I219991,C657952,Female,22,Clothing,1,300.08,Credit Card,2021-01-14,Kanyon
3692,I860907,C336546,Female,21,Cosmetics,3,121.98,Credit Card,2021-01-14,Kanyon
3693,I282111,C159752,Male,22,Toys,3,107.52,Credit Card,2021-01-14,Kanyon
3694,I159417,C123344,Male,22,Shoes,2,1200.34,Credit Card,2021-01-14,Emaar Square Mall
3695,I175903,C276481,Male,40,Cosmetics,4,162.64,Credit Card,2021-01-14,Emaar Square Mall
3696,I982576,C167974,Female,20,Souvenir,2,23.46,Credit Card,2021-01-14,Istinye Park
3697,I158549,C339365,Female,42,Souvenir,3,35.19,Cash,2021-01-14,Mall of Istanbul
3698,I498093,C115005,Female,40,Clothing,1,300.08,Cash,2021-01-14,Metrocity
3699,I322088,C138923,Male,27,Clothing,2,600.16,Cash,2021-01-14,Kanyon
3700,I178248,C495774,Male,35,Clothing,2,600.16,Credit Card,2021-01-14,Cevahir AVM
3701,I332122,C270835,Female,67,Cosmetics,2,81.32,Cash,2021-01-14,Metropol AVM
3702,I126755,C332764,Female,25,Clothing,5,1500.4,Cash,2021-01-15,Kanyon
3703,I310994,C166856,Female,37,Clothing,5,1500.4,Cash,2021-01-15,Zorlu Center
3704,I123215,C130320,Female,27,Clothing,4,1200.32,Debit Card,2021-01-15,Istinye Park
3705,I683747,C150850,Female,39,Food & Beverage,5,26.15,Cash,2021-01-15,Metrocity
3706,I271057,C142331,Female,62,Clothing,5,1500.4,Cash,2021-01-15,Mall of Istanbul
3707,I187592,C474824,Male,66,Clothing,4,1200.32,Credit Card,2021-01-15,Cevahir AVM
3708,I261386,C410369,Female,65,Clothing,4,1200.32,Debit Card,2021-01-15,Metropol AVM
3709,I659874,C162199,Female,62,Food & Beverage,2,10.46,Credit Card,2021-01-15,Viaport Outlet
3710,I995837,C237522,Female,59,Food & Beverage,2,10.46,Credit Card,2021-01-15,Metrocity
3711,I146254,C802888,Male,64,Clothing,2,600.16,Debit Card,2021-01-15,Mall of Istanbul
3712,I157916,C269330,Female,42,Books,2,30.3,Cash,2021-01-15,Kanyon
3713,I168770,C811700,Female,56,Cosmetics,4,162.64,Debit Card,2021-01-15,Emaar Square Mall
3714,I153391,C339188,Female,18,Souvenir,5,58.65,Debit Card,2021-01-15,Metrocity
3715,I309129,C208717,Male,64,Food & Beverage,1,5.23,Debit Card,2021-01-15,Viaport Outlet
3716,I325064,C316576,Female,61,Shoes,4,2400.68,Credit Card,2021-01-15,Mall of Istanbul
3717,I281044,C635480,Female,49,Toys,2,71.68,Cash,2021-01-15,Mall of Istanbul
3718,I171386,C139128,Female,22,Cosmetics,1,40.66,Cash,2021-01-15,Mall of Istanbul
3719,I398012,C122779,Male,46,Clothing,1,300.08,Cash,2021-01-15,Emaar Square Mall
3720,I334976,C332644,Male,26,Toys,2,71.68,Credit Card,2021-01-15,Mall of Istanbul
3721,I158116,C292516,Female,31,Shoes,2,1200.34,Cash,2021-01-15,Forum Istanbul
3722,I282624,C166555,Female,44,Souvenir,2,23.46,Debit Card,2021-01-15,Mall of Istanbul
3723,I113596,C224001,Male,58,Clothing,4,1200.32,Cash,2021-01-15,Kanyon
3724,I103860,C780077,Male,19,Shoes,3,1800.51,Cash,2021-01-15,Zorlu Center
3725,I324669,C210056,Male,37,Cosmetics,1,40.66,Credit Card,2021-01-15,Istinye Park
3726,I205812,C262888,Female,47,Clothing,2,600.16,Credit Card,2021-01-15,Metrocity
3727,I224823,C242297,Female,64,Clothing,4,1200.32,Credit Card,2021-01-15,Metrocity
3728,I192863,C151662,Female,49,Clothing,1,300.08,Cash,2021-01-15,Kanyon
3729,I241311,C328016,Male,48,Food & Beverage,2,10.46,Credit Card,2021-01-15,Mall of Istanbul
3730,I104448,C143572,Male,35,Toys,1,35.84,Debit Card,2021-01-15,Metropol AVM
3731,I521734,C205271,Female,49,Cosmetics,4,162.64,Cash,2021-01-15,Mall of Istanbul
3732,I191439,C297581,Male,65,Cosmetics,3,121.98,Cash,2021-01-15,Mall of Istanbul
3733,I336146,C191205,Female,64,Shoes,5,3000.85,Cash,2021-01-15,Forum Istanbul
3734,I176622,C219364,Female,33,Clothing,4,1200.32,Cash,2021-01-15,Mall of Istanbul
3735,I232363,C940265,Female,37,Clothing,2,600.16,Credit Card,2021-01-15,Metrocity
3736,I285543,C175871,Female,34,Shoes,5,3000.85,Cash,2021-01-15,Emaar Square Mall
3737,I109817,C285369,Female,36,Technology,4,4200.0,Debit Card,2021-01-15,Metrocity
3738,I164704,C190391,Male,63,Toys,1,35.84,Credit Card,2021-01-15,Metrocity
3739,I134500,C365896,Female,28,Clothing,3,900.24,Cash,2021-01-15,Metrocity
3740,I192937,C690499,Female,27,Clothing,3,900.24,Cash,2021-01-15,Metrocity
3741,I401426,C326529,Female,26,Souvenir,1,11.73,Cash,2021-01-15,Metrocity
3742,I140454,C277056,Male,63,Clothing,2,600.16,Cash,2021-01-15,Kanyon
3743,I124401,C286134,Female,68,Shoes,2,1200.34,Debit Card,2021-01-15,Kanyon
3744,I246531,C309303,Male,19,Food & Beverage,5,26.15,Cash,2021-01-15,Metrocity
3745,I632804,C615549,Female,32,Clothing,4,1200.32,Debit Card,2021-01-15,Kanyon
3746,I127127,C307010,Male,43,Technology,4,4200.0,Debit Card,2021-01-15,Mall of Istanbul
3747,I107329,C427144,Female,63,Shoes,4,2400.68,Credit Card,2021-01-15,Metrocity
3748,I126305,C265073,Male,34,Clothing,4,1200.32,Cash,2021-01-15,Kanyon
3749,I293700,C156889,Male,37,Toys,3,107.52,Debit Card,2021-01-15,Metropol AVM
3750,I323557,C734799,Male,62,Food & Beverage,5,26.15,Cash,2021-01-15,Emaar Square Mall
3751,I286621,C602284,Female,27,Food & Beverage,2,10.46,Cash,2021-01-15,Metrocity
3752,I192244,C331263,Male,60,Shoes,5,3000.85,Credit Card,2021-01-15,Cevahir AVM
3753,I300904,C158825,Female,37,Food & Beverage,3,15.69,Credit Card,2021-01-15,Forum Istanbul
3754,I278329,C154566,Female,63,Shoes,2,1200.34,Credit Card,2021-01-15,Kanyon
3755,I127510,C112154,Female,60,Shoes,4,2400.68,Credit Card,2021-01-15,Kanyon
3756,I318830,C141114,Female,38,Food & Beverage,3,15.69,Credit Card,2021-01-15,Kanyon
3757,I286709,C748393,Female,68,Toys,2,71.68,Debit Card,2021-01-15,Istinye Park
3758,I139418,C311276,Male,59,Clothing,4,1200.32,Cash,2021-01-15,Emaar Square Mall
3759,I267431,C703585,Female,38,Clothing,3,900.24,Cash,2021-01-15,Kanyon
3760,I224395,C112085,Female,38,Clothing,4,1200.32,Debit Card,2021-01-15,Zorlu Center
3761,I145129,C867854,Female,55,Cosmetics,5,203.3,Credit Card,2021-01-15,Mall of Istanbul
3762,I534991,C282035,Male,32,Food & Beverage,5,26.15,Debit Card,2021-01-15,Zorlu Center
3763,I208555,C571545,Female,58,Clothing,4,1200.32,Cash,2021-01-15,Mall of Istanbul
3764,I300732,C459789,Female,52,Cosmetics,4,162.64,Debit Card,2021-01-15,Metropol AVM
3765,I130385,C251294,Male,48,Toys,2,71.68,Cash,2021-01-15,Kanyon
3766,I307612,C281783,Male,37,Cosmetics,2,81.32,Credit Card,2021-01-15,Istinye Park
3767,I551066,C187567,Male,56,Food & Beverage,5,26.15,Debit Card,2021-01-15,Forum Istanbul
3768,I241539,C848121,Female,25,Souvenir,2,23.46,Debit Card,2021-01-15,Viaport Outlet
3769,I239322,C177897,Female,45,Souvenir,4,46.92,Debit Card,2021-01-15,Kanyon
3770,I185856,C242443,Female,41,Souvenir,4,46.92,Debit Card,2021-01-15,Kanyon
3771,I280784,C232393,Female,59,Clothing,4,1200.32,Cash,2021-01-15,Emaar Square Mall
3772,I132360,C195161,Female,31,Souvenir,2,23.46,Credit Card,2021-01-15,Istinye Park
3773,I280952,C217597,Male,68,Cosmetics,5,203.3,Cash,2021-01-15,Viaport Outlet
3774,I252381,C243115,Female,61,Cosmetics,1,40.66,Debit Card,2021-01-15,Kanyon
3775,I182329,C239773,Male,29,Shoes,4,2400.68,Credit Card,2021-01-15,Cevahir AVM
3776,I230515,C723990,Female,35,Clothing,1,300.08,Cash,2021-01-15,Cevahir AVM
3777,I237383,C253218,Male,30,Food & Beverage,5,26.15,Debit Card,2021-01-15,Cevahir AVM
3778,I157994,C697441,Female,32,Cosmetics,1,40.66,Credit Card,2021-01-15,Kanyon
3779,I120547,C828369,Male,69,Clothing,5,1500.4,Cash,2021-01-15,Metrocity
3780,I264064,C266614,Female,35,Shoes,2,1200.34,Cash,2021-01-15,Cevahir AVM
3781,I282671,C168202,Female,50,Clothing,2,600.16,Debit Card,2021-01-15,Viaport Outlet
3782,I393903,C279902,Male,52,Souvenir,1,11.73,Credit Card,2021-01-15,Cevahir AVM
3783,I218025,C762177,Female,64,Shoes,3,1800.51,Debit Card,2021-01-15,Emaar Square Mall
3784,I170312,C267712,Female,42,Food & Beverage,2,10.46,Debit Card,2021-01-15,Istinye Park
3785,I128258,C530685,Male,63,Cosmetics,2,81.32,Debit Card,2021-01-15,Emaar Square Mall
3786,I521939,C240153,Female,34,Cosmetics,4,162.64,Cash,2021-01-15,Zorlu Center
3787,I623720,C776444,Female,27,Clothing,1,300.08,Credit Card,2021-01-15,Istinye Park
3788,I338439,C142155,Female,31,Cosmetics,4,162.64,Cash,2021-01-15,Zorlu Center
3789,I485029,C224141,Female,33,Shoes,1,600.17,Debit Card,2021-01-15,Metropol AVM
3790,I324470,C335829,Female,43,Clothing,4,1200.32,Credit Card,2021-01-15,Mall of Istanbul
3791,I253281,C246458,Female,48,Clothing,2,600.16,Debit Card,2021-01-15,Metrocity
3792,I106915,C289903,Male,27,Clothing,2,600.16,Cash,2021-01-15,Kanyon
3793,I513497,C983106,Male,40,Clothing,4,1200.32,Credit Card,2021-01-15,Metrocity
3794,I145764,C876181,Male,24,Clothing,2,600.16,Cash,2021-01-15,Viaport Outlet
3795,I328271,C270011,Female,22,Clothing,2,600.16,Debit Card,2021-01-15,Mall of Istanbul
3796,I289980,C645086,Female,51,Shoes,3,1800.51,Cash,2021-01-15,Kanyon
3797,I317059,C213160,Female,31,Clothing,1,300.08,Debit Card,2021-01-15,Cevahir AVM
3798,I212322,C116625,Female,20,Food & Beverage,5,26.15,Cash,2021-01-15,Kanyon
3799,I108717,C154488,Female,34,Clothing,4,1200.32,Cash,2021-01-15,Metrocity
3800,I277767,C260146,Female,45,Cosmetics,3,121.98,Credit Card,2021-01-15,Kanyon
3801,I110979,C287245,Male,28,Technology,4,4200.0,Cash,2021-01-15,Mall of Istanbul
3802,I129688,C316710,Female,19,Clothing,1,300.08,Credit Card,2021-01-15,Kanyon
3803,I187546,C893389,Female,29,Clothing,1,300.08,Credit Card,2021-01-15,Istinye Park
3804,I974814,C289651,Male,37,Books,3,45.45,Credit Card,2021-01-15,Kanyon
3805,I265318,C193358,Female,29,Toys,4,143.36,Credit Card,2021-01-15,Mall of Istanbul
3806,I996241,C238422,Female,49,Clothing,2,600.16,Debit Card,2021-01-15,Mall of Istanbul
3807,I292793,C148216,Female,66,Shoes,2,1200.34,Debit Card,2021-01-15,Viaport Outlet
3808,I215249,C168685,Male,35,Shoes,3,1800.51,Cash,2021-01-15,Kanyon
3809,I237734,C234760,Female,36,Cosmetics,1,40.66,Credit Card,2021-01-15,Mall of Istanbul
3810,I160606,C129680,Male,69,Souvenir,3,35.19,Cash,2021-01-15,Forum Istanbul
3811,I215992,C908477,Female,44,Food & Beverage,5,26.15,Credit Card,2021-01-15,Metropol AVM
3812,I165190,C236093,Female,68,Clothing,4,1200.32,Debit Card,2021-01-15,Istinye Park
3813,I181393,C208519,Female,21,Cosmetics,5,203.3,Cash,2021-01-15,Forum Istanbul
3814,I219522,C686856,Female,63,Shoes,3,1800.51,Cash,2021-01-15,Mall of Istanbul
3815,I213847,C205398,Male,25,Food & Beverage,5,26.15,Credit Card,2021-01-15,Emaar Square Mall
3816,I119829,C120594,Female,61,Clothing,1,300.08,Cash,2021-01-15,Metropol AVM
3817,I247128,C803234,Female,48,Cosmetics,3,121.98,Credit Card,2021-01-15,Mall of Istanbul
3818,I304786,C243114,Female,35,Clothing,5,1500.4,Cash,2021-01-15,Metropol AVM
3819,I235508,C115040,Female,22,Clothing,3,900.24,Cash,2021-01-15,Kanyon
3820,I285359,C455808,Female,51,Food & Beverage,3,15.69,Cash,2021-01-15,Metropol AVM
3821,I313299,C317269,Male,54,Shoes,4,2400.68,Cash,2021-01-15,Kanyon
3822,I232933,C497548,Female,63,Food & Beverage,2,10.46,Credit Card,2021-01-15,Mall of Istanbul
3823,I496488,C566996,Female,51,Clothing,3,900.24,Cash,2021-01-15,Mall of Istanbul
3824,I116731,C130355,Male,38,Books,5,75.75,Credit Card,2021-01-16,Metrocity
3825,I678066,C690183,Female,66,Cosmetics,2,81.32,Debit Card,2021-01-16,Emaar Square Mall
3826,I671336,C320994,Male,32,Cosmetics,2,81.32,Cash,2021-01-16,Viaport Outlet
3827,I303246,C286250,Female,50,Books,1,15.15,Debit Card,2021-01-16,Mall of Istanbul
3828,I120064,C184368,Female,40,Cosmetics,1,40.66,Debit Card,2021-01-16,Viaport Outlet
3829,I251033,C914732,Male,38,Food & Beverage,5,26.15,Cash,2021-01-16,Kanyon
3830,I284658,C178783,Female,69,Shoes,3,1800.51,Debit Card,2021-01-16,Kanyon
3831,I311563,C317848,Female,45,Food & Beverage,1,5.23,Cash,2021-01-16,Metrocity
3832,I787284,C626019,Female,26,Clothing,5,1500.4,Credit Card,2021-01-16,Zorlu Center
3833,I311979,C281565,Female,41,Cosmetics,3,121.98,Cash,2021-01-16,Istinye Park
3834,I198307,C286687,Female,60,Cosmetics,3,121.98,Credit Card,2021-01-16,Cevahir AVM
3835,I267257,C681187,Male,54,Clothing,2,600.16,Cash,2021-01-16,Metropol AVM
3836,I126162,C182616,Male,23,Books,3,45.45,Credit Card,2021-01-16,Mall of Istanbul
3837,I763131,C195413,Male,26,Clothing,5,1500.4,Cash,2021-01-16,Mall of Istanbul
3838,I920979,C274536,Female,33,Clothing,4,1200.32,Debit Card,2021-01-16,Mall of Istanbul
3839,I230484,C267837,Female,56,Clothing,1,300.08,Debit Card,2021-01-16,Metrocity
3840,I153092,C316135,Female,68,Clothing,5,1500.4,Credit Card,2021-01-16,Kanyon
3841,I448792,C971819,Male,46,Clothing,4,1200.32,Cash,2021-01-16,Kanyon
3842,I182900,C152477,Female,59,Food & Beverage,3,15.69,Debit Card,2021-01-16,Mall of Istanbul
3843,I154945,C217336,Female,31,Clothing,2,600.16,Cash,2021-01-16,Kanyon
3844,I292008,C132796,Male,37,Clothing,4,1200.32,Credit Card,2021-01-16,Forum Istanbul
3845,I278327,C319814,Female,50,Food & Beverage,1,5.23,Cash,2021-01-16,Viaport Outlet
3846,I294687,C300786,Male,65,Books,2,30.3,Debit Card,2021-01-16,Metrocity
3847,I264027,C176217,Female,21,Clothing,4,1200.32,Credit Card,2021-01-16,Mall of Istanbul
3848,I596027,C860612,Male,50,Shoes,1,600.17,Cash,2021-01-16,Metropol AVM
3849,I254525,C204410,Female,67,Clothing,4,1200.32,Cash,2021-01-16,Mall of Istanbul
3850,I799502,C716792,Female,19,Clothing,1,300.08,Cash,2021-01-16,Mall of Istanbul
3851,I188921,C107655,Male,30,Food & Beverage,2,10.46,Cash,2021-01-16,Metrocity
3852,I131000,C228139,Male,33,Shoes,2,1200.34,Credit Card,2021-01-16,Mall of Istanbul
3853,I199590,C940187,Male,62,Cosmetics,2,81.32,Cash,2021-01-16,Emaar Square Mall
3854,I242405,C606956,Female,46,Books,4,60.6,Cash,2021-01-16,Zorlu Center
3855,I264815,C220519,Female,27,Food & Beverage,2,10.46,Cash,2021-01-16,Cevahir AVM
3856,I212421,C208353,Female,31,Toys,2,71.68,Cash,2021-01-16,Istinye Park
3857,I888026,C291927,Male,41,Technology,4,4200.0,Cash,2021-01-16,Kanyon
3858,I249550,C918107,Male,53,Souvenir,1,11.73,Cash,2021-01-16,Istinye Park
3859,I607512,C261639,Male,63,Toys,2,71.68,Cash,2021-01-16,Metrocity
3860,I153488,C124902,Male,64,Toys,1,35.84,Cash,2021-01-16,Kanyon
3861,I288283,C161076,Male,57,Clothing,1,300.08,Credit Card,2021-01-16,Mall of Istanbul
3862,I509791,C253438,Female,48,Cosmetics,4,162.64,Credit Card,2021-01-16,Mall of Istanbul
3863,I205904,C177628,Female,49,Clothing,3,900.24,Credit Card,2021-01-16,Mall of Istanbul
3864,I121618,C287518,Female,28,Clothing,4,1200.32,Cash,2021-01-16,Kanyon
3865,I153137,C121391,Female,68,Clothing,1,300.08,Cash,2021-01-16,Kanyon
3866,I236712,C303513,Female,64,Technology,1,1050.0,Cash,2021-01-16,Viaport Outlet
3867,I250778,C227599,Male,55,Toys,1,35.84,Credit Card,2021-01-16,Metrocity
3868,I274940,C948087,Male,36,Food & Beverage,1,5.23,Cash,2021-01-16,Kanyon
3869,I115848,C253725,Male,32,Cosmetics,2,81.32,Cash,2021-01-16,Kanyon
3870,I221781,C287070,Female,43,Cosmetics,1,40.66,Debit Card,2021-01-16,Metropol AVM
3871,I499691,C177291,Male,69,Cosmetics,5,203.3,Cash,2021-01-16,Mall of Istanbul
3872,I299227,C140854,Male,62,Clothing,4,1200.32,Credit Card,2021-01-16,Mall of Istanbul
3873,I250980,C228354,Male,18,Shoes,5,3000.85,Cash,2021-01-16,Mall of Istanbul
3874,I117470,C219012,Female,58,Clothing,2,600.16,Credit Card,2021-01-16,Metrocity
3875,I650439,C188920,Female,22,Clothing,1,300.08,Debit Card,2021-01-16,Zorlu Center
3876,I287343,C265650,Female,38,Food & Beverage,3,15.69,Credit Card,2021-01-16,Mall of Istanbul
3877,I144870,C546120,Male,67,Clothing,3,900.24,Cash,2021-01-16,Kanyon
3878,I100400,C271625,Female,62,Shoes,4,2400.68,Credit Card,2021-01-16,Metrocity
3879,I144099,C229847,Male,26,Technology,4,4200.0,Credit Card,2021-01-16,Mall of Istanbul
3880,I254994,C155953,Female,21,Cosmetics,5,203.3,Credit Card,2021-01-16,Mall of Istanbul
3881,I559592,C200437,Female,26,Clothing,3,900.24,Credit Card,2021-01-16,Metropol AVM
3882,I195855,C139074,Male,66,Books,2,30.3,Credit Card,2021-01-16,Kanyon
3883,I271627,C150170,Female,49,Shoes,2,1200.34,Credit Card,2021-01-16,Metrocity
3884,I188346,C703963,Female,31,Cosmetics,5,203.3,Credit Card,2021-01-16,Mall of Istanbul
3885,I189346,C438239,Female,45,Clothing,5,1500.4,Cash,2021-01-16,Mall of Istanbul
3886,I863394,C101482,Male,23,Books,3,45.45,Debit Card,2021-01-16,Metropol AVM
3887,I753093,C926836,Female,34,Books,5,75.75,Debit Card,2021-01-16,Forum Istanbul
3888,I869830,C736333,Female,40,Food & Beverage,1,5.23,Cash,2021-01-16,Kanyon
3889,I112443,C132162,Female,41,Books,4,60.6,Cash,2021-01-16,Mall of Istanbul
3890,I214303,C171814,Female,45,Technology,3,3150.0,Credit Card,2021-01-16,Kanyon
3891,I270776,C295431,Female,57,Clothing,1,300.08,Debit Card,2021-01-16,Istinye Park
3892,I827472,C102277,Female,32,Food & Beverage,2,10.46,Cash,2021-01-16,Viaport Outlet
3893,I306340,C119174,Male,65,Food & Beverage,3,15.69,Credit Card,2021-01-16,Viaport Outlet
3894,I310064,C279615,Male,24,Cosmetics,3,121.98,Debit Card,2021-01-16,Mall of Istanbul
3895,I108369,C328564,Female,53,Clothing,1,300.08,Credit Card,2021-01-16,Viaport Outlet
3896,I278639,C202730,Female,58,Food & Beverage,3,15.69,Credit Card,2021-01-16,Kanyon
3897,I203736,C157468,Female,27,Food & Beverage,3,15.69,Cash,2021-01-16,Emaar Square Mall
3898,I138643,C139680,Male,27,Toys,2,71.68,Cash,2021-01-16,Viaport Outlet
3899,I292000,C198283,Female,63,Food & Beverage,3,15.69,Credit Card,2021-01-16,Forum Istanbul
3900,I980811,C123199,Female,43,Clothing,4,1200.32,Cash,2021-01-16,Forum Istanbul
3901,I174402,C303861,Female,30,Toys,5,179.2,Cash,2021-01-16,Kanyon
3902,I156621,C308681,Male,31,Food & Beverage,4,20.92,Cash,2021-01-16,Mall of Istanbul
3903,I161453,C373035,Male,36,Shoes,2,1200.34,Cash,2021-01-16,Zorlu Center
3904,I185520,C316375,Male,48,Technology,1,1050.0,Cash,2021-01-16,Kanyon
3905,I337541,C167829,Male,54,Books,1,15.15,Cash,2021-01-16,Metropol AVM
3906,I337245,C310428,Male,50,Clothing,4,1200.32,Debit Card,2021-01-16,Kanyon
3907,I284451,C379166,Male,23,Clothing,3,900.24,Cash,2021-01-16,Emaar Square Mall
3908,I267801,C308788,Male,23,Clothing,4,1200.32,Cash,2021-01-16,Mall of Istanbul
3909,I107886,C392234,Male,25,Clothing,1,300.08,Debit Card,2021-01-16,Metropol AVM
3910,I140264,C296678,Female,63,Technology,2,2100.0,Cash,2021-01-16,Kanyon
3911,I316625,C281753,Female,49,Clothing,1,300.08,Credit Card,2021-01-16,Metropol AVM
3912,I949430,C887768,Male,65,Clothing,1,300.08,Cash,2021-01-16,Mall of Istanbul
3913,I813872,C208186,Female,31,Technology,4,4200.0,Cash,2021-01-16,Metrocity
3914,I329910,C200284,Female,32,Cosmetics,2,81.32,Cash,2021-01-16,Kanyon
3915,I331935,C536211,Female,30,Clothing,3,900.24,Debit Card,2021-01-16,Kanyon
3916,I301108,C324231,Male,34,Food & Beverage,3,15.69,Credit Card,2021-01-16,Kanyon
3917,I221745,C243094,Female,67,Clothing,3,900.24,Credit Card,2021-01-16,Viaport Outlet
